# Effective area for Roman (m^2) - parameters as of 2021 06 14,,,,,,,,,,,
Wave,F062,F087,F106,F129,F158,F184,F146,F213,SNPrism,Grism_1stOrder,Grism_0thOrder
0.855,0,2.6103,0,0,0,0,0,0,2.5326,0,0
0.856,0,2.6136,0,0,0,0,0,0,2.5357,0,0
0.857,0,2.6175,0,0,0,0,0,0,2.5396,0,0
0.858,0,2.6215,0,0,0,0,0,0,2.5435,0,0
0.859,0,2.625,0,0,0,0,0,0,2.5468,0,0
0.86,0,2.6284,0,0,0,0,0,0,2.5501,0,0
0.861,0,2.6324,0,0,0,0,0,0,2.554,0,0
0.862,0,2.6368,0,0,0,0,0,0,2.5583,0,0
0.863,0,2.6412,0,0,0,0,0,0,2.5626,0,0
0.864,0,2.6454,0,0,0,0,0,0,2.5666,0,0
0.865,0,2.6491,0,0,0,0,0,0,2.5703,0,0
0.866,0,2.6527,0,0,0,0,0,0,2.5737,0,0
0.867,0,2.6564,0,0,0,0,0,0,2.5773,0,0
0.868,0,2.6601,0,0,0,0,0,0,2.5809,0,0
0.869,0,2.6636,0,0,0,0,0,0,2.5843,0,0
0.87,0,2.6675,0,0,0,0,0,0,2.588,0,0
0.871,0,2.6718,0,0,0,0,0,0,2.5923,0,0
0.872,0,2.6761,0,0,0,0,0,0,2.5964,0,0
0.873,0,2.6797,0,0,0,0,0,0,2.6,0,0
0.874,0,2.6833,0,0,0,0,0,0,2.6034,0,0
0.875,0,2.6873,0,0,0,0,0,0,2.6073,0,0
0.876,0,2.6916,0,0,0,0,0,0,2.6115,0,0
0.877,0,2.6959,0,0,0,0,0,0,2.6157,0,0
0.878,0,2.6999,0,0,0,0,0,0,2.6195,0,0
0.879,0,2.7033,0,0,0,0,0,0,2.6228,0,0
0.88,0,2.7067,0,0,0,0,0,0,2.6261,0,0
0.881,0,2.7109,0,0,0,0,0,0,2.6301,0,0
0.882,0,2.7149,0,0,0,0,0,0,2.6341,0,0
0.883,0,2.7183,0.0001,0,0,0,0.0001,0,2.6373,0,0
0.884,0,2.7216,0.0001,0,0,0,0.0001,0,2.6406,0,0
0.885,0,2.7256,0.0001,0,0,0,0.0001,0,2.6444,0,0
0.886,0,2.7296,0.0002,0,0,0,0.0002,0,2.6483,0,0
0.887,0,2.7328,0.0003,0,0,0,0.0003,0,2.6514,0,0
0.888,0,2.7359,0.0004,0,0,0,0.0004,0,2.6545,0,0
0.889,0,2.7397,0.0006,0,0,0,0.0006,0,2.6581,0,0
0.89,0,2.7435,0.0009,0,0,0,0.0009,0,2.6618,0,0
0.891,0,2.7467,0.0012,0,0,0,0.0012,0,2.6649,0,0
0.892,0,2.7494,0.0017,0,0,0,0.0017,0,2.6676,0,0
0.893,0,2.7521,0.0024,0,0,0,0.0024,0,2.6702,0,0
0.894,0,2.7551,0.0033,0,0,0,0.0033,0,2.673,0,0
0.895,0,2.7585,0.0044,0,0,0,0.0044,0,2.6763,0,0
0.896,0,2.7618,0.0059,0,0,0,0.0059,0,2.6796,0,0
0.897,0,2.7645,0.0079,0,0,0,0.0079,0,2.6822,0,0
0.898,0,2.7668,0.0104,0,0,0,0.0104,0,2.6844,0,0
0.899,0,2.769,0.0137,0,0,0,0.0137,0,2.6865,0,0
0.9,0,2.7714,0.0178,0,0,0,0.0178,0,2.6889,0,0
0.901,0,2.7745,0.023,0,0,0,0.023,0,2.6919,0,0
0.902,0,2.7775,0.0295,0,0,0,0.0295,0,2.6948,0,0
0.903,0,2.7797,0.0375,0,0,0,0.0375,0,2.6969,0,0
0.904,0,2.7818,0.0474,0,0,0,0.0474,0,2.699,0,0
0.905,0,2.7844,0.0594,0,0,0,0.0594,0,2.7015,0,0
0.906,0,2.7872,0.0738,0,0,0,0.0738,0,2.7042,0,0
0.907,0,2.79,0.0912,0,0,0,0.0912,0,2.7069,0,0
0.908,0,2.7923,0.1117,0,0,0,0.1117,0,2.7092,0,0
0.909,0,2.794,0.1358,0,0,0,0.1358,0,2.7108,0,0
0.91,0,2.7957,0.1639,0,0,0,0.1639,0,2.7124,0,0
0.911,0,2.7977,0.1964,0,0,0,0.1964,0,2.7144,0,0
0.912,0,2.8001,0.2337,0,0,0,0.2337,0,2.7167,0,0
0.913,0,2.8023,0.2761,0,0,0,0.2761,0,2.7189,0,0
0.914,0,2.8042,0.3238,0,0,0,0.3238,0,2.7207,0,0
0.915,0,2.8053,0.3771,0,0,0,0.3771,0,2.7218,0,0
0.916,0,2.8064,0.4361,0,0,0,0.4361,0,2.7229,0,0
0.917,0,2.808,0.501,0,0,0,0.501,0,2.7243,0,0
0.918,0,2.8098,0.5717,0,0,0,0.5717,0,2.7261,0,0
0.919,0,2.8115,0.6481,0,0,0,0.6481,0,2.7278,0,0
0.92,0,2.8127,0.7298,0,0,0,0.7298,0,2.729,0,0
0.921,0,2.8133,0.8163,0,0,0,0.8163,0,2.7295,0,0
0.922,0,2.8138,0.9075,0,0,0,0.9075,0,2.7301,0,0
0.923,0,2.815,1.0028,0,0,0,1.0028,0,2.7312,0,0
0.924,0,2.816,1.1014,0,0,0,1.1014,0,2.7322,0,0
0.925,0,2.8162,1.2022,0,0,0,1.2022,0,2.7324,0,0
0.926,0,2.8165,1.3049,0,0,0,1.3049,0,2.7327,0,0
0.927,0,2.8174,1.4087,0,0,0,1.4087,0,2.7335,0,0
0.928,0,2.8181,1.5125,0,0,0,1.5125,0,2.7342,0,0
0.929,0,2.8181,1.6151,0,0,0,1.6151,0,2.7342,0,0
0.93,0,2.8178,1.7158,0,0,0,1.7158,0,2.734,0,0
0.931,0,2.8181,1.8143,0,0,0,1.8143,0,2.7342,0,0
0.932,0,2.8186,1.9097,0,0,0,1.9097,0,2.7348,0,0
0.933,0,2.819,2.0011,0,0,0,2.0011,0,2.7352,0,0
0.934,0,2.8189,2.0877,0,0,0,2.0877,0,2.7352,0,0
0.935,0,2.8184,2.169,0,0,0,2.169,0,2.7348,0,0
0.936,0,2.8174,2.2446,0,0,0,2.2446,0,2.734,0,0
0.937,0,2.8164,2.3144,0,0,0,2.3144,0,2.7331,0,0
0.938,0,2.8154,2.3787,0,0,0,2.3787,0,2.7325,0,0
0.939,0,2.8148,2.4375,0,0,0,2.4375,0,2.7322,0,0
0.94,0,2.8143,2.4908,0,0,0,2.4908,0,2.7322,0,0
0.941,0,2.8137,2.5385,0,0,0,2.5385,0,2.7321,0,0
0.942,0,2.8124,2.5805,0,0,0,2.5805,0,2.7317,0,0
0.943,0,2.8103,2.6169,0,0,0,2.6169,0,2.7306,0,0
0.944,0,2.8079,2.6485,0,0,0,2.6485,0,2.7296,0,0
0.945,0,2.8058,2.6763,0,0,0,2.6763,0,2.7293,0,0
0.946,0,2.8032,2.7002,0,0,0,2.7002,0,2.7289,0,0
0.947,0,2.7993,2.7197,0,0,0,2.7197,0,2.7278,0,0
0.948,0,2.7946,2.7359,0,0,0,2.7359,0,2.7267,0,0
0.949,0,2.7896,2.7498,0,0,0,2.7498,0,2.7261,0,0
0.95,0,2.7839,2.7617,0,0,0,2.7617,0,2.7258,0,0
0.951,0,2.7772,2.7716,0,0,0,2.7716,0,2.7259,0,0
0.952,0,2.7687,2.7794,0,0,0,2.7794,0,2.7256,0,0
0.953,0,2.7579,2.785,0,0,0,2.785,0,2.7247,0,0
0.954,0,2.7452,2.7894,0,0,0,2.7894,0,2.7238,0,0
0.955,0,2.7306,2.7932,0,0,0,2.7932,0,2.7235,0,0
0.956,0,2.7138,2.7964,0,0,0,2.7964,0,2.7234,0,0
0.957,0,2.694,2.7987,0,0,0,2.7987,0,2.7232,0,0
0.958,0,2.6708,2.8004,0,0,0,2.8004,0,2.7229,0,0
0.959,0,2.644,2.8016,0,0,0,2.8016,0,2.7225,0,0
0.96,0,2.6134,2.8025,0,0,0,2.8025,0,2.7223,0,0
0.961,0,2.5786,2.8033,0,0,0,2.8033,0,2.7221,0,0
0.962,0,2.5391,2.8034,0,0,0,2.8034,0,2.7217,0,0
0.963,0,2.4944,2.8029,0,0,0,2.8029,0,2.7207,0,0
0.964,0,2.4447,2.8022,0,0,0,2.8022,0,2.7196,0,0
0.965,0,2.3904,2.8019,0,0,0,2.8019,0,2.7191,0,0
0.966,0,2.3313,2.8019,0,0,0,2.8019,0,2.7189,0,0
0.967,0,2.2669,2.8017,0,0,0,2.8017,0,2.7186,0,0
0.968,0,2.1973,2.8013,0,0,0,2.8013,0,2.7181,0,0
0.969,0,2.1228,2.8009,0,0,0,2.8009,0,2.7177,0,0
0.97,0,2.0438,2.8006,0,0,0,2.8006,0,2.7173,0,0
0.971,0,1.9605,2.8004,0,0,0,2.8004,0,2.7171,0,0
0.972,0,1.8731,2.7998,0,0,0,2.7998,0,2.7165,0,0
0.973,0,1.782,2.7987,0,0,0,2.7987,0,2.7154,0,0
0.974,0,1.6882,2.7975,0,0,0,2.7975,0,2.7143,0,0
0.975,0,1.5926,2.797,0,0,0,2.797,0,2.7137,0,0
0.976,0,1.4957,2.7966,0,0,0,2.7966,0,2.7134,0,0
0.977,0,1.3981,2.7962,0,0,0,2.7962,0,2.7129,0,0
0.978,0,1.3005,2.7957,0,0,0,2.7957,0,2.7125,0,0
0.979,0,1.2037,2.7954,0,0,0,2.7954,0,2.7122,0,0
0.98,0,1.1083,2.7948,0,0,0,2.7948,0,2.7116,0,0
0.981,0,1.0148,2.7936,0,0,0,2.7936,0,2.7104,0,0
0.982,0,0.9243,2.7924,0,0,0,2.7924,0,2.7093,0,0
0.983,0,0.8374,2.7918,0,0,0,2.7918,0,2.7086,0,0
0.984,0,0.7544,2.7915,0,0,0,2.7915,0,2.7084,0,0
0.985,0,0.6759,2.7912,0,0,0,2.7912,0,2.7081,0,0
0.986,0,0.6019,2.7905,0,0,0,2.7905,0,2.7074,0,0
0.987,0,0.5327,2.7893,0,0,0,2.7893,0,2.7063,0,0
0.988,0,0.4687,2.7882,0,0,0,2.7882,0,2.7051,0.0001,0
0.989,0,0.4099,2.7876,0,0,0,2.7876,0,2.7046,0.0003,0
0.99,0,0.3564,2.7872,0,0,0,2.7872,0,2.7042,0.0008,0
0.991,0,0.3079,2.7868,0,0,0,2.7868,0,2.7038,0.0024,0
0.992,0,0.2643,2.7863,0,0,0,2.7863,0,2.7034,0.0063,0
0.993,0,0.2254,2.7859,0,0,0,2.7859,0,2.7029,0.0152,0.0001
0.994,0,0.1911,2.7854,0,0,0,2.7854,0,2.7025,0.0334,0.0001
0.995,0,0.1609,2.785,0,0,0,2.785,0,2.7021,0.0672,0.0002
0.996,0,0.1346,2.7846,0,0,0,2.7846,0,2.7017,0.1238,0.0004
0.997,0,0.1119,2.7843,0,0,0,2.7843,0,2.7014,0.2096,0.0007
0.998,0,0.0924,2.7838,0,0,0,2.7838,0,2.7009,0.3268,0.0011
0.999,0,0.0757,2.7827,0,0,0,2.7827,0,2.6998,0.4715,0.0016
1,0,0.0617,2.7816,0,0,0,2.7816,0,2.6987,0.6332,0.0021
1.001,0,0.0499,2.7811,0,0,0,2.7811,0,2.6983,0.7969,0.0027
1.002,0,0.0401,2.7809,0,0,0,2.7809,0,2.6981,0.9469,0.0031
1.003,0,0.032,2.7806,0,0,0,2.7806,0,2.6978,1.0716,0.0035
1.004,0,0.0254,2.7802,0,0,0,2.7802,0,2.6975,1.1661,0.0037
1.005,0,0.02,2.7799,0,0,0,2.7799,0,2.6971,1.2319,0.0039
1.006,0,0.0156,2.7796,0,0,0,2.7796,0,2.6968,1.2746,0.004
1.007,0,0.0121,2.7793,0,0,0,2.7793,0,2.6965,1.3012,0.004
1.008,0,0.0093,2.779,0,0,0,2.779,0,2.6962,1.318,0.004
1.009,0,0.0071,2.7787,0,0,0,2.7787,0,2.6959,1.3296,0.004
1.01,0,0.0054,2.7784,0,0,0,2.7784,0,2.6957,1.3385,0.004
1.011,0,0.0041,2.7781,0,0,0,2.7781,0,2.6954,1.3464,0.0039
1.012,0,0.0031,2.7778,0,0,0,2.7778,0,2.6951,1.3539,0.0039
1.013,0,0.0023,2.7775,0,0,0,2.7775,0,2.6948,1.3612,0.0039
1.014,0,0.0017,2.7772,0,0,0,2.7772,0,2.6945,1.3684,0.0039
1.015,0,0.0012,2.777,0,0,0,2.777,0,2.6943,1.3756,0.0038
1.016,0,0.0009,2.7767,0,0,0,2.7767,0,2.694,1.3828,0.0038
1.017,0,0.0007,2.7764,0,0,0,2.7764,0,2.6938,1.39,0.0038
1.018,0,0.0005,2.7762,0,0,0,2.7762,0,2.6935,1.3972,0.0037
1.019,0,0.0003,2.7759,0,0,0,2.7759,0,2.6933,1.4044,0.0037
1.02,0,0.0002,2.7757,0,0,0,2.7757,0,2.693,1.4115,0.0037
1.021,0,0.0002,2.7754,0,0,0,2.7754,0,2.6928,1.4187,0.0036
1.022,0,0.0001,2.7752,0,0,0,2.7752,0,2.6925,1.4258,0.0036
1.023,0,0.0001,2.7749,0,0,0,2.7749,0,2.6923,1.4329,0.0036
1.024,0,0.0001,2.7747,0,0,0,2.7747,0,2.6921,1.4401,0.0035
1.025,0,0,2.7745,0,0,0,2.7745,0,2.6919,1.4472,0.0035
1.026,0,0,2.7743,0,0,0,2.7743,0,2.6917,1.4543,0.0035
1.027,0,0,2.7741,0,0,0,2.7741,0,2.6915,1.4613,0.0035
1.028,0,0,2.7739,0,0,0,2.7739,0,2.6913,1.4684,0.0034
1.029,0,0,2.7736,0,0,0,2.7736,0,2.6911,1.4754,0.0034
1.03,0,0,2.7735,0,0,0,2.7735,0,2.6909,1.4825,0.0034
1.031,0,0,2.7734,0,0,0,2.7734,0,2.6909,1.4896,0.0033
1.032,0,0,2.7731,0,0,0,2.7731,0,2.6906,1.4966,0.0033
1.033,0,0,2.7723,0,0,0,2.7723,0,2.6897,1.5032,0.0033
1.034,0,0,2.7714,0,0,0,2.7714,0,2.6889,1.5098,0.0032
1.035,0,0,2.7711,0,0,0,2.7711,0,2.6886,1.5167,0.0032
1.036,0,0,2.7711,0,0,0,2.7711,0,2.6886,1.5237,0.0032
1.037,0,0,2.771,0,0,0,2.771,0,2.6885,1.5307,0.0031
1.038,0,0,2.7708,0,0,0,2.7708,0,2.6883,1.5376,0.0031
1.039,0,0,2.7707,0,0,0,2.7707,0,2.6882,1.5446,0.0031
1.04,0,0,2.7706,0,0,0,2.7706,0,2.6881,1.5515,0.0031
1.041,0,0,2.7705,0,0,0,2.7705,0,2.688,1.5584,0.003
1.042,0,0,2.7704,0,0,0,2.7704,0,2.6879,1.5653,0.003
1.043,0,0,2.7703,0,0,0,2.7703,0,2.6878,1.5721,0.003
1.044,0,0,2.7702,0,0,0,2.7702,0,2.6877,1.579,0.0029
1.045,0,0,2.7701,0,0,0,2.7701,0,2.6876,1.5859,0.0029
1.046,0,0,2.7701,0,0,0,2.7701,0,2.6876,1.5927,0.0029
1.047,0,0,2.77,0,0,0,2.77,0,2.6875,1.5995,0.0028
1.048,0,0,2.77,0,0,0,2.77,0,2.6875,1.6063,0.0028
1.049,0,0,2.7699,0,0,0,2.7699,0,2.6874,1.6131,0.0028
1.05,0,0,2.7699,0,0,0,2.7699,0,2.6874,1.6199,0.0028
1.051,0,0,2.7699,0,0,0,2.7699,0,2.6874,1.6267,0.0027
1.052,0,0,2.7699,0,0,0,2.7699,0,2.6874,1.6334,0.0027
1.053,0,0,2.7699,0,0,0,2.7699,0,2.6874,1.6402,0.0027
1.054,0,0,2.7699,0,0,0,2.7699,0,2.6875,1.6469,0.0026
1.055,0,0,2.77,0,0,0,2.77,0,2.6875,1.6536,0.0026
1.056,0,0,2.77,0,0,0,2.77,0,2.6875,1.6603,0.0026
1.057,0,0,2.7701,0,0,0,2.7701,0,2.6876,1.667,0.0026
1.058,0,0,2.7701,0,0,0,2.7701,0,2.6877,1.6737,0.0025
1.059,0,0,2.7702,0,0,0,2.7702,0,2.6877,1.6804,0.0025
1.06,0,0,2.7703,0,0,0,2.7703,0,2.6878,1.687,0.0025
1.061,0,0,2.7704,0,0,0,2.7704,0,2.6879,1.6936,0.0024
1.062,0,0,2.7705,0,0,0,2.7705,0,2.688,1.7002,0.0024
1.063,0,0,2.7706,0,0,0,2.7706,0,2.6881,1.7068,0.0024
1.064,0,0,2.7707,0,0,0,2.7707,0,2.6882,1.7134,0.0024
1.065,0,0,2.7708,0,0,0,2.7708,0,2.6883,1.72,0.0023
1.066,0,0,2.771,0,0,0,2.771,0,2.6885,1.7265,0.0023
1.067,0,0,2.7711,0,0,0,2.7711,0,2.6886,1.733,0.0023
1.068,0,0,2.7712,0,0,0,2.7712,0,2.6887,1.7395,0.0022
1.069,0,0,2.7714,0,0,0,2.7714,0,2.6889,1.746,0.0022
1.07,0,0,2.7715,0,0,0,2.7715,0,2.689,1.7525,0.0022
1.071,0,0,2.7717,0,0,0,2.7717,0,2.6891,1.759,0.0022
1.072,0,0,2.7718,0,0,0,2.7718,0,2.6893,1.7654,0.0021
1.073,0,0,2.772,0,0,0,2.772,0,2.6894,1.7718,0.0021
1.074,0,0,2.7721,0,0,0,2.7721,0,2.6896,1.7782,0.0021
1.075,0,0,2.7723,0,0,0,2.7723,0,2.6898,1.7846,0.0021
1.076,0,0,2.7725,0,0,0,2.7725,0,2.6899,1.7909,0.002
1.077,0,0,2.7726,0.0001,0,0,2.7726,0,2.6901,1.7972,0.002
1.078,0,0,2.7728,0.0001,0,0,2.7728,0,2.6903,1.8035,0.002
1.079,0,0,2.773,0.0001,0,0,2.773,0,2.6905,1.8098,0.0019
1.08,0,0,2.7732,0.0002,0,0,2.7732,0,2.6906,1.8161,0.0019
1.081,0,0,2.7732,0.0002,0,0,2.7732,0,2.6906,1.8222,0.0019
1.082,0,0,2.7735,0.0003,0,0,2.7735,0,2.6909,1.8285,0.0019
1.083,0,0,2.7744,0.0004,0,0,2.7744,0,2.6918,1.8352,0.0018
1.084,0,0,2.7753,0.0005,0,0,2.7753,0,2.6927,1.8418,0.0018
1.085,0,0,2.7756,0.0007,0,0,2.7756,0,2.693,1.8481,0.0018
1.086,0,0,2.7756,0.0009,0,0,2.7756,0,2.693,1.8541,0.0018
1.087,0,0,2.7758,0.0012,0,0,2.7758,0,2.6931,1.8601,0.0017
1.088,0,0,2.776,0.0016,0,0,2.776,0,2.6933,1.8662,0.0017
1.089,0,0,2.7762,0.0021,0,0,2.7762,0,2.6935,1.8723,0.0017
1.09,0,0,2.7763,0.0027,0,0,2.7763,0,2.6937,1.8783,0.0017
1.091,0,0,2.7765,0.0035,0,0,2.7765,0,2.6938,1.8843,0.0017
1.092,0,0,2.7766,0.0045,0,0,2.7766,0,2.694,1.8902,0.0016
1.093,0,0,2.7768,0.0057,0,0,2.7768,0,2.6941,1.8962,0.0016
1.094,0,0,2.7769,0.0072,0,0,2.7769,0,2.6943,1.9021,0.0016
1.095,0,0,2.7771,0.0091,0,0,2.7771,0,2.6944,1.908,0.0016
1.096,0,0,2.7772,0.0114,0,0,2.7772,0,2.6945,1.9138,0.0015
1.097,0,0,2.7772,0.0142,0,0,2.7772,0,2.6945,1.9195,0.0015
1.098,0,0,2.7775,0.0176,0,0,2.7775,0,2.6948,1.9254,0.0015
1.099,0,0,2.7785,0.0218,0,0,2.7785,0,2.6958,1.9317,0.0015
1.1,0,0,2.7792,0.0267,0,0,2.7792,0,2.6964,1.9379,0.0014
1.101,0,0,2.7786,0.0326,0,0,2.7786,0,2.6959,1.9431,0.0014
1.102,0,0,2.7778,0.0396,0,0,2.7778,0,2.6951,1.9481,0.0014
1.103,0,0,2.7776,0.0479,0,0,2.7776,0,2.6949,1.9536,0.0014
1.104,0,0,2.7778,0.0575,0,0,2.7778,0,2.6951,1.9592,0.0014
1.105,0,0,2.7778,0.0689,0,0,2.7778,0,2.6951,1.9648,0.0013
1.106,0,0,2.7778,0.082,0,0,2.7778,0,2.6951,1.9702,0.0013
1.107,0,0,2.7778,0.0971,0,0,2.7778,0,2.6951,1.9757,0.0013
1.108,0,0,2.7778,0.1144,0,0,2.7778,0,2.6951,1.9811,0.0013
1.109,0,0,2.7776,0.1342,0,0,2.7776,0,2.6949,1.9864,0.0012
1.11,0,0,2.7778,0.1566,0,0,2.7778,0,2.6951,1.9918,0.0012
1.111,0,0,2.7785,0.1819,0,0,2.7785,0,2.6957,1.9977,0.0012
1.112,0,0,2.7791,0.2102,0,0,2.7791,0,2.6964,2.0035,0.0012
1.113,0,0,2.7792,0.2418,0,0,2.7792,0,2.6965,2.0089,0.0012
1.114,0,0,2.7791,0.2768,0,0,2.7791,0,2.6963,2.014,0.0012
1.115,0,0,2.7791,0.3153,0,0,2.7791,0,2.6963,2.0192,0.0011
1.116,0,0,2.779,0.3575,0,0,2.779,0,2.6963,2.0244,0.0011
1.117,0,0,2.7789,0.4034,0,0,2.7789,0,2.6961,2.0295,0.0011
1.118,0,0,2.779,0.4532,0,0,2.779,0,2.6962,2.0347,0.0011
1.119,0,0,2.7796,0.507,0,0,2.7796,0,2.6969,2.0403,0.0011
1.12,0,0,2.7803,0.5645,0,0,2.7803,0,2.6975,2.0459,0.001
1.121,0,0,2.7804,0.6257,0,0,2.7804,0,2.6976,2.0511,0.001
1.122,0,0,2.7803,0.6905,0,0,2.7803,0,2.6975,2.056,0.001
1.123,0,0,2.7802,0.7586,0,0,2.7802,0,2.6974,2.061,0.001
1.124,0,0,2.7802,0.8299,0,0,2.7802,0,2.6974,2.066,0.001
1.125,0,0,2.78,0.9041,0,0,2.78,0,2.6973,2.0708,0.0009
1.126,0,0,2.7801,0.981,0,0,2.7801,0,2.6974,2.0758,0.0009
1.127,0,0,2.7808,1.0603,0,0,2.7808,0,2.698,2.0812,0.0009
1.128,0,0,2.7815,1.1415,0,0,2.7815,0,2.6987,2.0866,0.0009
1.129,0,0,2.7816,1.2238,0,0,2.7816,0,2.6988,2.0916,0.0009
1.13,0,0,2.7815,1.307,0,0,2.7815,0,2.6987,2.0963,0.0009
1.131,0,0,2.7815,1.3907,0,0,2.7815,0,2.6987,2.101,0.0008
1.132,0,0,2.7814,1.4745,0,0,2.7815,0,2.6987,2.1058,0.0008
1.133,0,0,2.7813,1.5576,0,0,2.7813,0,2.6985,2.1104,0.0008
1.134,0,0,2.7814,1.64,0,0,2.7815,0,2.6986,2.1152,0.0008
1.135,0,0,2.7821,1.7214,0,0,2.7822,0,2.6993,2.1205,0.0008
1.136,0,0,2.7828,1.8009,0,0,2.7829,0,2.7,2.1257,0.0008
1.137,0,0,2.783,1.878,0,0,2.7831,0,2.7002,2.1304,0.0008
1.138,0,0,2.7828,1.9522,0,0,2.7829,0,2.7001,2.1349,0.0007
1.139,0,0,2.7827,2.0236,0,0,2.7829,0,2.7001,2.1394,0.0007
1.14,0,0,2.7827,2.0919,0,0,2.783,0,2.7001,2.144,0.0007
1.141,0,0,2.7827,2.1567,0,0,2.7831,0,2.7002,2.1486,0.0007
1.142,0,0,2.7826,2.218,0,0,2.7831,0,2.7002,2.1531,0.0007
1.143,0,0,2.7825,2.2755,0,0,2.7831,0,2.7003,2.1576,0.0007
1.144,0,0,2.7824,2.3293,0,0,2.7832,0,2.7003,2.162,0.0007
1.145,0,0,2.7823,2.3792,0,0,2.7833,0,2.7004,2.1665,0.0006
1.146,0,0,2.782,2.4253,0,0,2.7833,0,2.7005,2.1709,0.0006
1.147,0,0,2.7815,2.4675,0,0,2.7833,0,2.7004,2.1752,0.0006
1.148,0,0,2.7813,2.5063,0,0,2.7835,0,2.7006,2.1797,0.0006
1.149,0,0,2.7815,2.5421,0,0,2.7843,0,2.7014,2.1846,0.0006
1.15,0,0,2.7815,2.5745,0,0,2.7852,0,2.7022,2.1895,0.0006
1.151,0,0,2.7809,2.6031,0,0,2.7855,0,2.7025,2.1939,0.0006
1.152,0,0,2.7797,2.6285,0,0,2.7855,0,2.7025,2.1981,0.0005
1.153,0,0,2.7784,2.6511,0,0,2.7856,0,2.7027,2.2024,0.0005
1.154,0,0,2.7768,2.6711,0,0,2.7858,0,2.7029,2.2067,0.0005
1.155,0,0,2.7748,2.6886,0,0,2.786,0,2.7031,2.211,0.0005
1.156,0,0,2.7724,2.704,0,0,2.7862,0,2.7032,2.2152,0.0005
1.157,0,0,2.7695,2.7174,0,0,2.7864,0,2.7035,2.2194,0.0005
1.158,0,0,2.7659,2.7289,0,0,2.7866,0,2.7036,2.2236,0.0005
1.159,0,0,2.7615,2.7387,0,0,2.7867,0,2.7037,2.2276,0.0005
1.16,0,0,2.7566,2.7473,0,0,2.787,0,2.7041,2.2319,0.0005
1.161,0,0,2.7513,2.7553,0,0,2.788,0,2.705,2.2365,0.0004
1.162,0,0,2.7449,2.7621,0,0,2.7889,0,2.7059,2.2412,0.0004
1.163,0,0,2.7367,2.7675,0,0,2.7893,0,2.7063,2.2454,0.0004
1.164,0,0,2.7269,2.7717,0,0,2.7894,0,2.7064,2.2493,0.0004
1.165,0,0,2.7157,2.7753,0,0,2.7896,0,2.7066,2.2533,0.0004
1.166,0,0,2.7028,2.7785,0,0,2.7899,0,2.7068,2.2573,0.0004
1.167,0,0,2.6881,2.7811,0,0,2.7902,0,2.7072,2.2613,0.0004
1.168,0,0,2.6712,2.7832,0,0,2.7904,0,2.7074,2.2652,0.0004
1.169,0,0,2.652,2.7848,0,0,2.7906,0,2.7075,2.2691,0.0004
1.17,0,0,2.6306,2.7865,0,0,2.791,0,2.7079,2.2731,0.0004
1.171,0,0,2.6072,2.7885,0,0,2.792,0,2.7089,2.2775,0.0004
1.172,0,0,2.581,2.7903,0,0,2.793,0,2.7098,2.282,0.0003
1.173,0,0,2.5513,2.7913,0,0,2.7934,0,2.7103,2.2859,0.0003
1.174,0,0,2.5183,2.792,0,0,2.7936,0,2.7104,2.2896,0.0003
1.175,0,0,2.4822,2.7926,0,0,2.7939,0,2.7107,2.2934,0.0003
1.176,0,0,2.4427,2.7932,0,0,2.7942,0,2.711,2.2971,0.0003
1.177,0,0,2.3998,2.7936,0,0,2.7944,0,2.7112,2.3007,0.0003
1.178,0,0,2.3536,2.7943,0,0,2.7948,0,2.7116,2.3046,0.0003
1.179,0,0,2.3044,2.7954,0,0,2.7958,0,2.7126,2.3088,0.0003
1.18,0,0,2.2517,2.7966,0,0,2.7969,0,2.7136,2.3131,0.0003
1.181,0,0,2.1951,2.7971,0,0,2.7973,0,2.714,2.3168,0.0003
1.182,0,0,2.135,2.7974,0,0,2.7975,0,2.7142,2.3203,0.0003
1.183,0,0,2.0718,2.7977,0,0,2.7978,0,2.7145,2.3239,0.0003
1.184,0,0,2.0056,2.7981,0,0,2.7982,0,2.7149,2.3274,0.0002
1.185,0,0,1.9366,2.7983,0,0,2.7984,0,2.715,2.3308,0.0002
1.186,0,0,1.8651,2.7988,0,0,2.7988,0,2.7155,2.3344,0.0002
1.187,0,0,1.7917,2.7998,0,0,2.7999,0,2.7165,2.3385,0.0002
1.188,0,0,1.7164,2.8009,0,0,2.8009,0,2.7175,2.3425,0.0002
1.189,0,0,1.6392,2.8014,0,0,2.8015,0,2.718,2.3461,0.0002
1.19,0,0,1.5604,2.8016,0,0,2.8016,0,2.7182,2.3494,0.0002
1.191,0,0,1.4809,2.8018,0,0,2.8018,0,2.7183,2.3526,0.0002
1.192,0,0,1.4011,2.8023,0,0,2.8023,0,2.7188,2.3561,0.0002
1.193,0,0,1.3216,2.8033,0,0,2.8034,0,2.7199,2.36,0.0002
1.194,0,0,1.2424,2.8044,0,0,2.8044,0,2.7209,2.3639,0.0002
1.195,0,0,1.1637,2.8049,0,0,2.8049,0,2.7214,2.3672,0.0002
1.196,0,0,1.0861,2.8051,0,0,2.8051,0,2.7216,2.3703,0.0002
1.197,0,0,1.0101,2.8054,0,0,2.8054,0,2.7219,2.3735,0.0002
1.198,0,0,0.936,2.8058,0,0,2.8058,0,2.7222,2.3767,0.0002
1.199,0,0,0.8642,2.8061,0,0,2.8061,0,2.7226,2.3799,0.0002
